customer_id,order_count,total_spend,avg_order_value,return_count,return_rate,ticket_count,tickets_last_90d,negative_ticket_count,recency_days,churn_risk_score,risk_segment,estimated_clv,customer_segment
CUST-00272,0,0,0.0,0,0.0,4,2,1,999,0.5,medium,0.0,New/No Orders
CUST-00273,7,3085.41,440.77,0,0.0,3,2,1,4,0.174,low,4936.62,High-Value/Stable
CUST-00274,3,1829.6,609.87,0,0.0,4,1,3,7,0.214,low,2927.38,Standard/Stable
CUST-00275,4,1743.76,435.94,1,0.25,4,1,2,28,0.304,medium,2790.02,Standard/Stable
CUST-00276,5,1102.47,220.49,0,0.0,2,0,1,10,0.119,low,1763.92,Standard/Stable
CUST-00277,2,754.37,377.19,0,0.0,2,1,1,170,0.481,medium,1207.01,Standard/Stable
CUST-00278,8,2552.24,319.03,2,0.25,3,1,1,67,0.347,medium,4083.58,Standard/Stable
CUST-00279,2,886.1,443.05,1,0.5,1,1,1,98,0.641,high,1417.76,Low-Value/At-Risk
CUST-00280,2,1547.25,773.62,0,0.0,1,1,1,75,0.396,medium,2475.58,Standard/Stable
CUST-00281,2,669.36,334.68,1,0.5,5,0,2,133,0.539,medium,1070.98,Standard/Stable
CUST-00282,4,2867.08,716.77,0,0.0,5,1,3,47,0.261,low,4587.33,Standard/Stable
CUST-00283,8,3530.48,441.31,0,0.0,3,1,1,7,0.13,low,5648.77,High-Value/Stable
CUST-00284,2,458.23,229.12,0,0.0,3,0,1,160,0.378,medium,733.18,Standard/Stable
CUST-00285,2,1454.26,727.13,0,0.0,3,1,1,91,0.294,low,2326.82,Standard/Stable
CUST-00286,2,661.41,330.7,0,0.0,4,0,1,7,0.064,low,1058.24,Standard/Stable
CUST-00287,6,1954.39,325.73,0,0.0,0,0,0,17,0.033,low,3127.01,Standard/Stable
CUST-00288,5,2171.91,434.38,1,0.2,1,0,0,3,0.086,low,3475.04,Standard/Stable
CUST-00289,2,273.4,136.7,0,0.0,2,1,0,79,0.204,low,437.44,Standard/Stable
CUST-00290,2,605.91,302.95,1,0.5,0,0,0,11,0.221,low,969.44,Standard/Stable
CUST-00291,5,1404.24,280.85,0,0.0,4,1,2,3,0.156,low,2246.8,Standard/Stable
CUST-00292,2,256.83,128.41,0,0.0,3,1,3,6,0.262,low,410.91,Standard/Stable
CUST-00293,3,822.25,274.08,0,0.0,0,0,0,16,0.031,low,1315.58,Standard/Stable
CUST-00294,7,1623.04,231.86,2,0.2857,2,1,1,14,0.292,low,2596.83,Standard/Stable
CUST-00295,0,0,0.0,0,0.0,5,1,2,999,0.48,medium,0.0,New/No Orders
CUST-00296,5,1638.77,327.75,0,0.0,1,1,1,26,0.301,medium,2622.0,Standard/Stable
CUST-00297,3,955.73,318.58,0,0.0,2,0,2,64,0.324,medium,1529.18,Standard/Stable
CUST-00298,1,773.62,773.62,0,0.0,3,3,2,95,0.468,medium,1237.79,Standard/Stable
CUST-00299,4,1464.33,366.08,0,0.0,5,1,3,91,0.347,medium,2342.91,Standard/Stable
CUST-00300,3,965.46,321.82,0,0.0,3,2,2,3,0.239,low,1544.74,Standard/Stable
CUST-00301,2,872.88,436.44,0,0.0,0,0,0,46,0.089,low,1396.61,Standard/Stable
CUST-00302,4,1245.52,311.38,1,0.25,4,2,3,147,0.636,high,1992.83,Low-Value/At-Risk
CUST-00303,2,539.17,269.58,0,0.0,5,4,2,150,0.572,medium,862.66,Standard/Stable
CUST-00304,5,2960.49,592.1,0,0.0,2,0,1,23,0.145,low,4736.8,Standard/Stable
CUST-00305,4,2212.1,553.02,0,0.0,1,0,1,45,0.287,low,3539.33,Standard/Stable
CUST-00306,5,2201.9,440.38,1,0.2,5,1,3,15,0.279,low,3523.04,Standard/Stable
CUST-00307,4,1517.01,379.25,2,0.5,3,2,2,99,0.626,high,2427.2,Low-Value/At-Risk
CUST-00308,2,490.09,245.04,0,0.0,3,1,2,180,0.533,medium,784.13,Standard/Stable
CUST-00309,3,2052.94,684.31,1,0.3333,2,1,1,164,0.602,high,3284.69,Low-Value/At-Risk
CUST-00310,4,1209.29,302.32,0,0.0,3,2,2,37,0.305,medium,1934.85,Standard/Stable
CUST-00311,4,3272.4,818.1,0,0.0,8,6,7,99,0.618,high,5235.84,High-Value/At-Risk
CUST-00312,0,0,0.0,0,0.0,2,2,0,999,0.45,medium,0.0,New/No Orders
CUST-00313,7,1681.29,240.18,0,0.0,4,1,1,68,0.232,low,2690.02,Standard/Stable
CUST-00314,6,1730.61,288.44,0,0.0,2,0,0,58,0.113,low,2769.02,Standard/Stable
CUST-00315,3,507.12,169.04,0,0.0,2,0,2,19,0.237,low,811.39,Standard/Stable
CUST-00316,0,0,0.0,0,0.0,4,2,1,999,0.5,medium,0.0,New/No Orders
CUST-00317,3,1762.04,587.35,0,0.0,2,1,1,152,0.446,medium,2819.28,Standard/Stable
CUST-00318,5,832.65,166.53,1,0.2,3,0,2,40,0.291,low,1332.24,Standard/Stable
CUST-00319,1,950.4,950.4,0,0.0,2,0,1,91,0.277,low,1520.64,Standard/Stable
CUST-00320,1,1126.0,1126.0,0,0.0,5,2,2,115,0.404,medium,1801.6,Standard/Stable
CUST-00321,1,332.68,332.68,0,0.0,5,1,3,199,0.52,medium,532.29,Standard/Stable
CUST-00322,3,1409.67,469.89,0,0.0,2,1,1,57,0.261,low,2255.47,Standard/Stable
CUST-00323,2,614.8,307.4,0,0.0,0,0,0,0,0.0,low,983.68,Standard/Stable
CUST-00324,3,910.42,303.47,1,0.3333,4,0,3,133,0.542,medium,1456.66,Standard/Stable
CUST-00325,8,2599.32,324.92,0,0.0,2,0,1,46,0.189,low,4158.98,Standard/Stable
CUST-00326,6,2550.64,425.11,2,0.3333,2,0,1,76,0.381,medium,4081.06,Standard/Stable
CUST-00327,6,1408.85,234.81,0,0.0,2,1,0,55,0.157,low,2254.18,Standard/Stable
CUST-00328,4,1612.54,403.13,0,0.0,2,1,1,108,0.36,medium,2580.03,Standard/Stable
CUST-00329,3,830.9,276.97,0,0.0,1,0,0,16,0.031,low,1329.46,Standard/Stable
CUST-00330,3,1262.78,420.93,0,0.0,0,0,0,180,0.35,medium,2020.46,Standard/Stable
CUST-00331,0,0,0.0,0,0.0,2,0,1,999,0.45,medium,0.0,New/No Orders
CUST-00332,3,977.57,325.86,0,0.0,4,0,1,20,0.089,low,1564.13,Standard/Stable
CUST-00333,1,361.49,361.49,0,0.0,6,3,3,80,0.406,medium,578.38,Standard/Stable
CUST-00334,4,1467.13,366.78,0,0.0,1,1,1,29,0.306,medium,2347.39,Standard/Stable
CUST-00335,5,917.84,183.57,0,0.0,2,0,0,95,0.185,low,1468.56,Standard/Stable
CUST-00336,3,1025.57,341.86,1,0.3333,4,0,2,65,0.36,medium,1640.93,Standard/Stable
CUST-00337,4,865.23,216.31,0,0.0,1,1,0,5,0.06,low,1384.38,Standard/Stable
CUST-00338,3,390.6,130.2,0,0.0,2,1,2,190,0.6,high,624.96,Low-Value/At-Risk
CUST-00339,3,1035.0,345.0,0,0.0,2,0,1,109,0.312,medium,1656.0,Standard/Stable
CUST-00340,4,670.75,167.69,0,0.0,4,1,1,62,0.221,low,1073.22,Standard/Stable
CUST-00341,3,1548.58,516.19,0,0.0,2,0,2,35,0.268,low,2477.71,Standard/Stable
CUST-00342,2,483.21,241.6,1,0.5,4,0,2,95,0.485,medium,773.12,Standard/Stable
CUST-00343,6,2427.5,404.58,0,0.0,0,0,0,53,0.103,low,3883.97,Standard/Stable
CUST-00344,6,2993.01,498.84,0,0.0,2,0,1,132,0.357,medium,4788.86,Standard/Stable
CUST-00345,4,2398.02,599.5,0,0.0,0,0,0,4,0.008,low,3836.8,Standard/Stable
CUST-00346,0,0,0.0,0,0.0,1,0,0,999,0.35,medium,0.0,New/No Orders
CUST-00347,3,2269.42,756.47,0,0.0,2,0,1,84,0.263,low,3631.06,Standard/Stable
CUST-00348,2,272.37,136.19,0,0.0,1,0,1,53,0.303,medium,435.81,Standard/Stable
CUST-00349,3,1226.82,408.94,0,0.0,3,0,2,43,0.217,low,1962.91,Standard/Stable
CUST-00350,1,709.62,709.62,0,0.0,3,0,2,212,0.483,medium,1135.39,Standard/Stable
CUST-00351,0,0,0.0,0,0.0,2,0,0,999,0.35,medium,0.0,New/No Orders
CUST-00352,3,842.75,280.92,0,0.0,3,1,2,40,0.261,low,1348.42,Standard/Stable
CUST-00353,2,1519.07,759.53,0,0.0,0,0,0,74,0.144,low,2430.5,Standard/Stable
CUST-00354,5,1717.59,343.52,0,0.0,2,0,2,80,0.356,medium,2748.16,Standard/Stable
CUST-00355,8,3421.74,427.72,2,0.25,7,7,7,3,0.556,medium,5474.82,High-Value/Stable
CUST-00356,1,709.62,709.62,0,0.0,1,0,0,235,0.35,medium,1135.39,Standard/Stable
CUST-00357,4,1132.42,283.11,1,0.25,2,1,2,20,0.389,medium,1811.9,Standard/Stable
CUST-00358,5,1385.4,277.08,0,0.0,2,0,1,121,0.335,medium,2216.64,Standard/Stable
CUST-00359,2,1075.12,537.56,0,0.0,0,0,0,26,0.051,low,1720.19,Standard/Stable
CUST-00360,3,2574.22,858.07,1,0.3333,6,0,4,35,0.335,medium,4118.74,Standard/Stable
CUST-00361,3,928.14,309.38,1,0.3333,0,0,0,129,0.384,medium,1485.02,Standard/Stable
CUST-00362,3,2235.76,745.25,0,0.0,2,1,0,104,0.252,low,3577.2,Standard/Stable
CUST-00363,3,1176.17,392.06,0,0.0,4,1,2,167,0.475,medium,1881.89,Standard/Stable
CUST-00364,5,1971.94,394.39,0,0.0,5,3,2,8,0.246,low,3155.12,Standard/Stable
CUST-00365,3,1611.4,537.13,0,0.0,1,0,1,215,0.55,medium,2578.22,Standard/Stable
CUST-00366,5,1778.26,355.65,0,0.0,2,0,0,65,0.126,low,2845.2,Standard/Stable
CUST-00367,9,2395.28,266.14,1,0.1111,3,2,1,24,0.258,low,3832.42,Standard/Stable
CUST-00368,6,3523.36,587.23,0,0.0,2,2,1,38,0.274,low,5637.41,High-Value/Stable
CUST-00369,6,3428.82,571.47,0,0.0,2,0,0,22,0.043,low,5486.11,High-Value/Stable
CUST-00370,2,1085.34,542.67,0,0.0,2,0,1,100,0.294,low,1736.54,Standard/Stable
CUST-00371,4,1870.07,467.52,1,0.25,2,1,1,71,0.388,medium,2992.13,Standard/Stable
CUST-00372,4,1174.6,293.65,0,0.0,1,1,1,21,0.291,low,1879.36,Standard/Stable
CUST-00373,1,188.18,188.18,0,0.0,4,1,1,251,0.45,medium,301.09,Standard/Stable
CUST-00374,2,671.44,335.72,0,0.0,2,1,0,71,0.188,low,1074.3,Standard/Stable
CUST-00375,4,1478.12,369.53,0,0.0,2,2,1,62,0.321,medium,2364.99,Standard/Stable
CUST-00376,5,1408.68,281.74,1,0.2,3,0,1,67,0.277,low,2253.92,Standard/Stable
CUST-00377,2,695.48,347.74,0,0.0,2,1,1,172,0.484,medium,1112.77,Standard/Stable
CUST-00378,2,509.09,254.54,1,0.5,5,1,3,108,0.58,medium,814.53,Standard/Stable
CUST-00379,5,2374.84,474.97,0,0.0,3,0,1,24,0.113,low,3799.76,Standard/Stable
CUST-00380,5,1241.33,248.27,0,0.0,3,0,1,70,0.203,low,1986.16,Standard/Stable
CUST-00381,2,1211.62,605.81,1,0.5,1,0,0,153,0.497,medium,1938.59,Standard/Stable
CUST-00382,3,608.34,202.78,0,0.0,3,0,1,161,0.38,medium,973.34,Standard/Stable
CUST-00383,6,2570.75,428.46,0,0.0,3,2,1,72,0.307,medium,4113.22,Standard/Stable
CUST-00384,5,3176.63,635.33,2,0.4,9,5,7,49,0.661,high,5082.64,High-Value/At-Risk
CUST-00385,2,755.29,377.64,0,0.0,4,0,2,42,0.182,low,1208.45,Standard/Stable
CUST-00386,4,2324.81,581.2,0,0.0,2,1,1,123,0.389,medium,3719.68,Standard/Stable
CUST-00387,9,3584.98,398.33,1,0.1111,9,6,6,28,0.482,medium,5735.95,High-Value/Stable
CUST-00388,4,1859.34,464.83,0,0.0,0,0,0,72,0.14,low,2974.91,Standard/Stable
CUST-00389,3,711.78,237.26,1,0.3333,2,0,1,20,0.272,low,1138.85,Standard/Stable
CUST-00390,7,5344.34,763.48,0,0.0,2,1,0,96,0.237,low,8550.98,High-Value/Stable
CUST-00391,3,1556.12,518.71,0,0.0,3,1,2,42,0.265,low,2489.81,Standard/Stable
CUST-00392,3,1158.21,386.07,0,0.0,4,1,3,33,0.264,low,1853.14,Standard/Stable
CUST-00393,1,351.18,351.18,0,0.0,3,0,2,249,0.483,medium,561.89,Standard/Stable
CUST-00394,5,1444.5,288.9,0,0.0,2,0,1,61,0.219,low,2311.2,Standard/Stable
CUST-00395,2,386.69,193.34,0,0.0,3,1,1,5,0.126,low,618.69,Standard/Stable
CUST-00396,3,762.81,254.27,1,0.3333,2,0,0,44,0.219,low,1220.5,Standard/Stable
CUST-00397,2,570.08,285.04,0,0.0,4,1,1,153,0.397,medium,912.13,Standard/Stable
CUST-00398,3,2490.22,830.07,0,0.0,3,1,3,29,0.306,medium,3984.34,Standard/Stable
CUST-00399,3,2058.02,686.01,1,0.3333,2,1,2,68,0.516,medium,3292.85,Standard/Stable
CUST-00400,3,1271.63,423.88,1,0.3333,2,1,2,26,0.434,medium,2034.62,Standard/Stable
CUST-00401,4,659.32,164.83,0,0.0,5,1,2,28,0.184,low,1054.91,Standard/Stable
CUST-00402,1,199.24,199.24,0,0.0,1,0,1,177,0.544,medium,318.78,Standard/Stable
CUST-00403,9,3244.32,360.48,1,0.1111,2,0,0,4,0.052,low,5190.91,High-Value/Stable
CUST-00404,4,1098.84,274.71,0,0.0,0,0,0,159,0.309,medium,1758.14,Standard/Stable
CUST-00405,6,2529.76,421.63,0,0.0,2,1,1,104,0.352,medium,4047.65,Standard/Stable
CUST-00406,0,0,0.0,0,0.0,6,3,3,999,0.6,high,0.0,New/No Orders
CUST-00407,4,1401.58,350.39,0,0.0,1,0,1,80,0.356,medium,2242.5,Standard/Stable
CUST-00408,3,717.2,239.07,2,0.6667,2,1,1,40,0.428,medium,1147.54,Standard/Stable
CUST-00409,3,752.09,250.7,2,0.6667,1,0,0,25,0.249,low,1203.36,Standard/Stable
CUST-00410,4,861.68,215.42,0,0.0,2,1,0,50,0.147,low,1378.69,Standard/Stable
CUST-00411,2,761.56,380.78,1,0.5,4,2,1,38,0.424,medium,1218.5,Standard/Stable
CUST-00412,5,702.38,140.48,0,0.0,2,2,2,94,0.483,medium,1123.84,Standard/Stable
CUST-00413,3,1039.69,346.56,1,0.3333,0,0,0,90,0.308,medium,1663.49,Standard/Stable
CUST-00414,3,1765.29,588.43,0,0.0,0,0,0,56,0.109,low,2824.46,Standard/Stable
CUST-00415,5,2563.75,512.75,0,0.0,4,1,2,52,0.251,low,4102.0,Standard/Stable
CUST-00416,5,2827.85,565.57,0,0.0,5,2,3,12,0.243,low,4524.56,Standard/Stable
CUST-00417,1,373.78,373.78,0,0.0,3,0,2,179,0.481,medium,598.05,Standard/Stable
CUST-00418,1,443.04,443.04,0,0.0,0,0,0,239,0.35,medium,708.86,Standard/Stable
CUST-00419,6,1814.12,302.35,1,0.1667,7,4,4,48,0.474,medium,2902.56,Standard/Stable
CUST-00420,6,2728.24,454.71,1,0.1667,4,1,3,57,0.378,medium,4365.22,Standard/Stable
CUST-00421,4,1514.97,378.74,1,0.25,0,0,0,125,0.343,medium,2423.94,Standard/Stable
CUST-00422,6,2233.85,372.31,0,0.0,2,0,1,32,0.162,low,3574.18,Standard/Stable
CUST-00423,2,364.42,182.21,0,0.0,4,1,3,106,0.406,medium,583.07,Standard/Stable
CUST-00424,3,794.05,264.68,0,0.0,2,1,1,56,0.259,low,1270.46,Standard/Stable
CUST-00425,3,1308.72,436.24,0,0.0,2,1,0,32,0.112,low,2093.95,Standard/Stable
CUST-00426,4,1310.03,327.51,1,0.25,2,1,0,5,0.16,low,2096.06,Standard/Stable
CUST-00427,3,2814.27,938.09,0,0.0,3,1,2,196,0.533,medium,4502.83,Standard/Stable
CUST-00428,4,1329.48,332.37,0,0.0,2,1,1,30,0.208,low,2127.17,Standard/Stable
CUST-00429,6,3399.12,566.52,1,0.1667,6,5,6,18,0.552,medium,5438.59,High-Value/Stable
CUST-00430,1,74.18,74.18,0,0.0,6,1,1,224,0.433,medium,118.69,Standard/Stable
CUST-00431,2,982.88,491.44,0,0.0,4,1,1,13,0.125,low,1572.61,Standard/Stable
CUST-00432,4,1204.32,301.08,1,0.25,2,0,0,22,0.143,low,1926.91,Standard/Stable
CUST-00433,6,3611.01,601.84,1,0.1667,9,7,8,14,0.522,medium,5777.66,High-Value/Stable
CUST-00434,6,2975.05,495.84,1,0.1667,1,1,0,37,0.189,low,4760.06,Standard/Stable
CUST-00435,2,482.46,241.23,0,0.0,2,0,1,24,0.147,low,771.94,Standard/Stable
CUST-00436,3,930.29,310.1,0,0.0,1,0,1,56,0.309,medium,1488.48,Standard/Stable
CUST-00437,0,0,0.0,0,0.0,2,0,1,999,0.45,medium,0.0,New/No Orders
CUST-00438,3,1720.91,573.64,0,0.0,4,1,3,72,0.34,medium,2753.47,Standard/Stable
CUST-00439,7,2561.07,365.87,1,0.1429,1,0,0,3,0.063,low,4097.74,Standard/Stable
CUST-00440,4,1781.2,445.3,0,0.0,2,1,0,80,0.206,low,2849.92,Standard/Stable
CUST-00441,4,712.31,178.08,0,0.0,5,1,4,11,0.231,low,1139.71,Standard/Stable
CUST-00442,5,2066.07,413.21,0,0.0,3,1,0,135,0.312,medium,3305.68,Standard/Stable
CUST-00443,4,1774.38,443.6,0,0.0,2,1,1,21,0.191,low,2839.04,Standard/Stable
CUST-00444,5,1587.34,317.47,0,0.0,3,2,1,77,0.316,medium,2539.76,Standard/Stable
CUST-00445,5,2140.6,428.12,1,0.2,1,0,0,13,0.105,low,3424.96,Standard/Stable
CUST-00446,7,3460.19,494.31,0,0.0,6,1,2,121,0.352,medium,5536.27,High-Value/Stable
CUST-00447,1,301.48,301.48,0,0.0,3,1,1,43,0.2,low,482.37,Standard/Stable
CUST-00448,2,781.88,390.94,0,0.0,3,2,0,72,0.24,low,1251.01,Standard/Stable
CUST-00449,4,2117.26,529.32,0,0.0,1,0,0,145,0.282,low,3387.65,Standard/Stable
CUST-00450,3,801.0,267.0,0,0.0,5,3,4,19,0.347,medium,1281.6,Standard/Stable
CUST-00451,4,1141.8,285.45,0,0.0,2,0,1,88,0.271,low,1826.88,Standard/Stable
CUST-00452,4,2192.56,548.14,0,0.0,3,0,1,27,0.119,low,3508.1,Standard/Stable
CUST-00453,4,966.87,241.72,1,0.25,3,1,0,96,0.337,medium,1547.01,Standard/Stable
CUST-00454,1,134.6,134.6,0,0.0,1,1,1,235,0.6,high,215.36,Low-Value/At-Risk
CUST-00455,3,499.47,166.49,0,0.0,3,2,2,55,0.34,medium,799.15,Standard/Stable
CUST-00456,5,2066.44,413.29,0,0.0,4,1,1,10,0.119,low,3306.32,Standard/Stable
CUST-00457,2,757.68,378.84,0,0.0,4,3,1,81,0.357,medium,1212.29,Standard/Stable
CUST-00458,3,799.78,266.59,0,0.0,2,1,2,4,0.258,low,1279.63,Standard/Stable
CUST-00459,2,204.51,102.25,0,0.0,0,0,0,80,0.156,low,327.2,Standard/Stable
CUST-00460,3,769.0,256.33,0,0.0,2,1,2,91,0.427,medium,1230.38,Standard/Stable
CUST-00461,3,953.09,317.7,0,0.0,5,3,3,126,0.515,medium,1524.96,Standard/Stable
CUST-00462,2,418.62,209.31,0,0.0,0,0,0,4,0.008,low,669.79,Standard/Stable
CUST-00463,3,643.1,214.37,0,0.0,2,1,0,60,0.167,low,1028.98,Standard/Stable
CUST-00464,1,380.55,380.55,0,0.0,2,1,0,25,0.099,low,608.88,Standard/Stable
CUST-00465,1,339.99,339.99,0,0.0,2,0,1,113,0.32,medium,543.98,Standard/Stable
CUST-00466,2,598.12,299.06,0,0.0,4,2,3,227,0.6,high,956.99,Low-Value/At-Risk
CUST-00467,4,1616.65,404.16,1,0.25,1,1,0,173,0.486,medium,2586.62,Standard/Stable
CUST-00468,3,887.8,295.93,0,0.0,2,1,1,128,0.399,medium,1420.46,Standard/Stable
CUST-00469,0,0,0.0,0,0.0,5,1,2,999,0.48,medium,0.0,New/No Orders
CUST-00470,2,695.8,347.9,0,0.0,0,0,0,19,0.037,low,1113.28,Standard/Stable
CUST-00471,5,2288.94,457.79,0,0.0,1,0,1,5,0.21,low,3662.32,Standard/Stable
CUST-00472,2,668.37,334.19,0,0.0,4,1,1,88,0.271,low,1069.41,Standard/Stable
CUST-00473,1,88.6,88.6,0,0.0,3,2,1,218,0.517,medium,141.76,Standard/Stable
CUST-00474,9,3828.35,425.37,0,0.0,1,0,0,18,0.035,low,6125.33,High-Value/Stable
CUST-00475,3,2131.89,710.63,0,0.0,3,0,1,1,0.069,low,3411.02,Standard/Stable
CUST-00476,1,257.17,257.17,0,0.0,3,1,0,101,0.246,low,411.47,Standard/Stable
CUST-00477,5,1716.28,343.26,0,0.0,1,1,1,22,0.293,low,2746.08,Standard/Stable
CUST-00478,2,1405.63,702.82,0,0.0,3,2,2,9,0.251,low,2249.02,Standard/Stable
CUST-00479,4,2015.57,503.89,1,0.25,2,1,2,144,0.63,high,3224.9,Low-Value/At-Risk
CUST-00480,7,5534.79,790.68,0,0.0,0,0,0,30,0.058,low,8855.62,High-Value/Stable
CUST-00481,3,1555.5,518.5,0,0.0,2,0,1,59,0.215,low,2488.8,Standard/Stable
CUST-00482,2,527.73,263.87,0,0.0,4,3,0,58,0.263,low,844.38,Standard/Stable
CUST-00483,4,1098.53,274.63,0,0.0,1,0,1,14,0.227,low,1757.63,Standard/Stable
CUST-00484,4,820.79,205.2,0,0.0,1,0,0,6,0.012,low,1313.28,Standard/Stable
CUST-00485,8,2069.42,258.68,2,0.25,2,0,1,2,0.204,low,3311.1,Standard/Stable
CUST-00486,4,2715.98,679.0,1,0.25,5,3,1,21,0.331,medium,4345.6,Standard/Stable
CUST-00487,5,2191.27,438.25,0,0.0,2,1,2,7,0.264,low,3506.0,Standard/Stable
CUST-00488,4,1786.46,446.62,0,0.0,2,1,2,136,0.514,medium,2858.37,Standard/Stable
CUST-00489,3,1702.71,567.57,0,0.0,2,0,1,32,0.162,low,2724.34,Standard/Stable
CUST-00490,4,2466.42,616.61,0,0.0,1,0,1,17,0.233,low,3946.3,Standard/Stable
CUST-00491,4,1597.56,399.39,0,0.0,4,1,3,78,0.352,medium,2556.1,Standard/Stable
CUST-00492,3,1691.82,563.94,0,0.0,6,4,4,56,0.442,medium,2706.91,Standard/Stable
CUST-00493,2,387.76,193.88,1,0.5,1,0,0,10,0.219,low,620.42,Standard/Stable
CUST-00494,3,1814.84,604.95,0,0.0,2,1,2,37,0.322,medium,2903.76,Standard/Stable
CUST-00495,6,2787.58,464.6,0,0.0,2,1,0,17,0.083,low,4460.16,Standard/Stable
CUST-00496,5,1172.04,234.41,0,0.0,1,0,0,27,0.052,low,1875.28,Standard/Stable
CUST-00497,1,233.28,233.28,0,0.0,1,1,1,97,0.439,medium,373.25,Standard/Stable
CUST-00498,6,1676.6,279.43,0,0.0,4,0,1,34,0.116,low,2682.53,Standard/Stable
CUST-00499,5,2127.24,425.45,0,0.0,2,0,0,52,0.101,low,3403.6,Standard/Stable
CUST-00500,4,2464.96,616.24,1,0.25,3,2,2,65,0.46,medium,3943.94,Standard/Stable
CUST-00501,3,258.8,86.27,0,0.0,6,2,2,62,0.287,low,414.1,Standard/Stable
CUST-00502,3,993.42,331.14,0,0.0,2,1,1,21,0.191,low,1589.47,Standard/Stable
CUST-00503,6,1941.99,323.67,0,0.0,4,2,1,41,0.23,low,3107.23,Standard/Stable
CUST-00504,5,3099.14,619.83,2,0.4,9,7,7,170,0.896,high,4958.64,High-Value/At-Risk
CUST-00505,4,926.95,231.74,0,0.0,2,1,0,14,0.077,low,1483.14,Standard/Stable
CUST-00506,6,1019.3,169.88,0,0.0,2,1,1,55,0.257,low,1630.85,Standard/Stable
CUST-00507,4,1086.31,271.58,0,0.0,2,0,2,35,0.268,low,1738.11,Standard/Stable
CUST-00508,2,608.13,304.06,0,0.0,6,2,1,24,0.18,low,972.99,Standard/Stable
CUST-00509,5,1522.44,304.49,0,0.0,2,1,1,45,0.238,low,2435.92,Standard/Stable
CUST-00510,3,677.3,225.77,0,0.0,4,1,1,32,0.162,low,1083.7,Standard/Stable
CUST-00511,3,710.57,236.86,0,0.0,3,2,2,39,0.309,medium,1136.93,Standard/Stable
CUST-00512,3,1521.23,507.08,0,0.0,6,1,3,111,0.366,medium,2433.98,Standard/Stable
CUST-00513,1,886.08,886.08,0,0.0,3,0,1,153,0.364,medium,1417.73,Standard/Stable
CUST-00514,1,289.95,289.95,0,0.0,2,0,1,84,0.263,low,463.92,Standard/Stable
CUST-00515,3,1778.05,592.68,1,0.3333,4,1,3,259,0.683,high,2844.86,Low-Value/At-Risk
CUST-00516,4,783.73,195.93,0,0.0,0,0,0,51,0.099,low,1253.95,Standard/Stable
CUST-00517,2,546.11,273.06,0,0.0,0,0,0,95,0.185,low,873.79,Standard/Stable
CUST-00518,3,2266.01,755.34,1,0.3333,4,0,0,28,0.188,low,3625.63,Standard/Stable
CUST-00519,2,1363.17,681.59,0,0.0,3,2,1,12,0.19,low,2181.09,Standard/Stable
CUST-00520,3,2532.94,844.31,0,0.0,1,1,1,42,0.332,medium,4052.69,Standard/Stable
CUST-00521,7,2929.14,418.45,1,0.1429,3,1,0,65,0.234,low,4686.64,Standard/Stable
CUST-00522,5,3875.91,775.18,0,0.0,1,0,1,73,0.342,medium,6201.44,High-Value/Stable
CUST-00523,7,3149.27,449.9,2,0.2857,7,5,7,6,0.576,medium,5038.88,High-Value/Stable
CUST-00524,5,1178.22,235.64,1,0.2,0,0,0,170,0.411,medium,1885.12,Standard/Stable
CUST-00525,5,2127.3,425.46,0,0.0,1,0,0,10,0.019,low,3403.68,Standard/Stable
CUST-00526,4,765.58,191.4,0,0.0,1,0,0,31,0.06,low,1224.96,Standard/Stable
CUST-00527,3,944.27,314.76,0,0.0,0,0,0,32,0.062,low,1510.85,Standard/Stable
CUST-00528,9,2972.46,330.27,1,0.1111,2,1,2,42,0.376,medium,4755.89,Standard/Stable
CUST-00529,2,491.23,245.62,0,0.0,2,0,1,68,0.232,low,785.98,Standard/Stable
CUST-00530,9,3768.85,418.76,0,0.0,1,1,1,61,0.369,medium,6030.14,High-Value/Stable
CUST-00531,2,482.38,241.19,0,0.0,2,0,1,110,0.314,medium,771.81,Standard/Stable
CUST-00532,4,1944.11,486.03,1,0.25,2,0,1,29,0.256,low,3110.59,Standard/Stable
CUST-00533,4,1396.96,349.24,1,0.25,5,1,2,43,0.314,medium,2235.14,Standard/Stable
CUST-00534,5,942.93,188.59,1,0.2,1,0,0,38,0.154,low,1508.72,Standard/Stable
CUST-00535,2,159.99,80.0,0,0.0,2,1,2,52,0.351,medium,256.0,Standard/Stable
CUST-00536,5,2384.12,476.82,0,0.0,2,1,0,17,0.083,low,3814.56,Standard/Stable
CUST-00537,5,2209.1,441.82,0,0.0,3,1,2,64,0.308,medium,3534.56,Standard/Stable
CUST-00538,4,2481.42,620.36,0,0.0,3,0,2,34,0.199,low,3970.3,Standard/Stable
CUST-00539,2,502.41,251.21,0,0.0,2,1,0,159,0.359,medium,803.87,Standard/Stable
CUST-00540,6,1983.81,330.63,0,0.0,3,0,2,29,0.19,low,3174.05,Standard/Stable
CUST-00541,4,2126.53,531.63,0,0.0,2,0,1,46,0.189,low,3402.43,Standard/Stable
CUST-00542,3,1354.62,451.54,1,0.3333,1,0,0,10,0.153,low,2167.39,Standard/Stable
CUST-00543,3,950.54,316.85,0,0.0,4,0,1,126,0.295,low,1520.88,Standard/Stable
