order_id,customer_id,product_id,order_date,quantity,amount,status
ORD-001992,CUST-00333,PROD-0005,2026-04-07,1,230.04,delivered
ORD-001993,CUST-00557,PROD-0012,2025-02-24,2,202.5,returned
ORD-001994,CUST-00335,PROD-0041,2026-01-03,1,233.28,delivered
ORD-001995,CUST-00532,PROD-0003,2025-01-10,3,1230.72,shipped
ORD-001996,CUST-00960,PROD-0099,2026-05-12,1,236.54,delivered
ORD-001997,CUST-00221,PROD-0033,2025-05-20,1,403.57,delivered
ORD-001998,CUST-00635,PROD-0086,2025-07-19,2,579.5,processing
ORD-001999,CUST-00746,PROD-0050,2026-01-29,1,83.06,shipped
ORD-002000,CUST-00733,PROD-0056,2026-07-30,1,46.78,delivered
ORD-002001,CUST-00323,PROD-0009,2026-06-02,4,714.48,delivered
ORD-002002,CUST-00851,PROD-0082,2026-05-22,1,166.34,delivered
ORD-002003,CUST-00003,PROD-0050,2026-02-23,4,332.24,delivered
ORD-002004,CUST-00694,PROD-0029,2026-05-19,1,442.78,delivered
ORD-002005,CUST-00206,PROD-0039,2026-03-02,1,398.5,delivered
ORD-002006,CUST-00832,PROD-0091,2026-03-31,2,85.0,delivered
ORD-002007,CUST-00040,PROD-0100,2026-05-16,2,291.46,delivered
ORD-002008,CUST-00059,PROD-0045,2025-06-21,1,304.55,returned
ORD-002009,CUST-00951,PROD-0017,2025-03-26,1,289.95,processing
ORD-002010,CUST-00574,PROD-0056,2026-08-02,2,93.56,delivered
ORD-002011,CUST-00644,PROD-0098,2025-02-01,1,316.04,delivered
ORD-002012,CUST-00507,PROD-0046,2025-08-14,1,289.99,delivered
ORD-002013,CUST-00572,PROD-0067,2025-10-27,1,168.72,processing
ORD-002014,CUST-00884,PROD-0069,2025-02-03,1,374.77,processing
ORD-002015,CUST-00843,PROD-0014,2025-10-09,1,137.77,delivered
ORD-002016,CUST-00122,PROD-0067,2025-08-19,1,168.72,cancelled
ORD-002017,CUST-00479,PROD-0023,2026-07-05,1,316.8,delivered
ORD-002018,CUST-00619,PROD-0094,2025-10-23,1,111.5,delivered
ORD-002019,CUST-00096,PROD-0061,2025-06-22,1,248.87,delivered
ORD-002020,CUST-00859,PROD-0023,2026-04-14,2,633.6,delivered
ORD-002021,CUST-00414,PROD-0027,2026-08-03,1,408.89,processing
ORD-002022,CUST-00235,PROD-0054,2026-05-23,2,654.16,delivered
ORD-002023,CUST-00898,PROD-0010,2026-07-17,2,703.44,delivered
ORD-002024,CUST-00062,PROD-0089,2026-06-08,1,154.4,shipped
ORD-002025,CUST-00256,PROD-0077,2025-04-26,1,164.4,shipped
ORD-002026,CUST-00561,PROD-0016,2026-08-10,1,264.99,delivered
ORD-002027,CUST-00905,PROD-0041,2025-04-27,2,466.56,returned
ORD-002028,CUST-00348,PROD-0098,2025-10-02,4,1264.16,returned
ORD-002029,CUST-00671,PROD-0055,2026-07-11,1,401.93,delivered
ORD-002030,CUST-00124,PROD-0061,2026-01-11,2,497.74,processing
ORD-002031,CUST-00482,PROD-0086,2026-07-10,1,289.75,delivered
ORD-002032,CUST-00317,PROD-0081,2025-02-12,1,283.97,shipped
ORD-002033,CUST-00504,PROD-0087,2026-03-28,2,134.6,delivered
ORD-002034,CUST-00719,PROD-0100,2026-07-14,1,145.73,delivered
ORD-002035,CUST-00048,PROD-0049,2025-08-12,1,199.24,delivered
ORD-002036,CUST-00409,PROD-0073,2026-03-12,1,373.78,returned
ORD-002037,CUST-00932,PROD-0052,2025-04-15,2,514.34,delivered
ORD-002038,CUST-00136,PROD-0002,2025-09-11,1,215.2,delivered
ORD-002039,CUST-00201,PROD-0096,2025-11-01,3,402.96,delivered
ORD-002040,CUST-00250,PROD-0050,2025-02-03,1,83.06,returned
ORD-002041,CUST-00314,PROD-0086,2026-04-06,1,289.75,shipped
ORD-002042,CUST-00869,PROD-0043,2025-09-27,2,389.96,returned
ORD-002043,CUST-00368,PROD-0077,2025-12-23,1,164.4,delivered
ORD-002044,CUST-00429,PROD-0008,2025-03-31,2,744.16,shipped
ORD-002045,CUST-00830,PROD-0059,2026-03-26,1,387.88,delivered
ORD-002046,CUST-00807,PROD-0065,2025-05-01,1,371.88,processing
ORD-002047,CUST-00480,PROD-0081,2025-08-31,1,283.97,delivered
ORD-002048,CUST-00314,PROD-0012,2025-08-03,3,303.75,delivered
ORD-002049,CUST-00500,PROD-0004,2025-12-26,1,247.95,returned
ORD-002050,CUST-00721,PROD-0077,2026-03-15,2,328.8,delivered
ORD-002051,CUST-00355,PROD-0095,2025-06-19,1,378.62,delivered
ORD-002052,CUST-00485,PROD-0041,2025-05-23,1,233.28,delivered
ORD-002053,CUST-00211,PROD-0007,2025-07-31,1,299.67,processing
ORD-002054,CUST-00704,PROD-0087,2025-07-31,3,201.9,delivered
ORD-002055,CUST-00044,PROD-0088,2025-03-02,2,616.34,shipped
ORD-002056,CUST-00541,PROD-0069,2026-08-07,2,749.54,delivered
ORD-002057,CUST-00571,PROD-0069,2025-12-26,1,374.77,delivered
ORD-002058,CUST-00583,PROD-0081,2026-06-30,1,283.97,delivered
ORD-002059,CUST-00092,PROD-0030,2025-10-15,1,73.63,shipped
ORD-002060,CUST-00265,PROD-0073,2026-07-06,3,1121.34,shipped
ORD-002061,CUST-00895,PROD-0006,2025-06-22,1,58.2,shipped
ORD-002062,CUST-00220,PROD-0089,2025-11-28,1,154.4,delivered
ORD-002063,CUST-00902,PROD-0019,2025-10-27,1,185.44,processing
ORD-002064,CUST-00925,PROD-0080,2025-10-24,1,297.2,cancelled
ORD-002065,CUST-00442,PROD-0085,2026-08-10,1,440.85,shipped
ORD-002066,CUST-00401,PROD-0066,2025-10-01,2,426.32,shipped
ORD-002067,CUST-00400,PROD-0010,2026-06-11,1,351.72,delivered
ORD-002068,CUST-00727,PROD-0016,2025-04-08,2,529.98,processing
ORD-002069,CUST-00991,PROD-0037,2025-05-19,2,563.0,delivered
ORD-002070,CUST-00899,PROD-0079,2026-02-26,1,339.99,delivered
ORD-002071,CUST-00789,PROD-0077,2025-03-02,1,164.4,processing
ORD-002072,CUST-00576,PROD-0077,2025-10-11,1,164.4,delivered
ORD-002073,CUST-00858,PROD-0032,2025-05-10,3,278.07,delivered
ORD-002074,CUST-00804,PROD-0047,2025-05-16,1,84.69,shipped
ORD-002075,CUST-00490,PROD-0072,2025-09-13,1,323.86,shipped
ORD-002076,CUST-00485,PROD-0043,2025-05-30,1,194.98,returned
ORD-002077,CUST-00757,PROD-0082,2025-11-26,1,166.34,shipped
ORD-002078,CUST-00470,PROD-0036,2025-09-11,1,204.86,delivered
ORD-002079,CUST-00574,PROD-0026,2026-02-07,1,387.44,delivered
ORD-002080,CUST-00938,PROD-0010,2026-05-17,2,703.44,processing
ORD-002081,CUST-00844,PROD-0031,2025-05-26,2,200.96,delivered
ORD-002082,CUST-00682,PROD-0097,2025-10-03,1,293.58,delivered
ORD-002083,CUST-00445,PROD-0029,2026-03-01,1,442.78,delivered
ORD-002084,CUST-00269,PROD-0005,2026-01-20,3,690.12,delivered
ORD-002085,CUST-00267,PROD-0077,2026-04-08,1,164.4,delivered
ORD-002086,CUST-00054,PROD-0001,2025-03-19,3,121.68,shipped
ORD-002087,CUST-00528,PROD-0087,2025-04-06,1,67.3,returned
ORD-002088,CUST-00520,PROD-0003,2026-02-17,2,820.48,delivered
ORD-002089,CUST-00616,PROD-0067,2026-06-12,1,168.72,delivered
ORD-002090,CUST-00059,PROD-0071,2025-10-12,1,88.11,delivered
ORD-002091,CUST-00825,PROD-0100,2026-01-13,2,291.46,delivered
ORD-002092,CUST-00040,PROD-0035,2026-04-11,1,78.62,delivered
ORD-002093,CUST-00237,PROD-0015,2026-05-15,1,359.27,delivered
ORD-002094,CUST-00955,PROD-0067,2025-12-02,1,168.72,delivered
ORD-002095,CUST-00386,PROD-0093,2025-01-03,2,773.62,delivered
ORD-002096,CUST-00606,PROD-0030,2025-04-06,1,73.63,delivered
ORD-002097,CUST-00734,PROD-0082,2026-04-15,2,332.68,delivered
ORD-002098,CUST-00716,PROD-0075,2026-01-02,1,117.06,delivered
ORD-002099,CUST-00650,PROD-0043,2025-03-06,1,194.98,shipped
ORD-002100,CUST-00300,PROD-0060,2026-07-02,2,741.5,delivered
ORD-002101,CUST-00395,PROD-0040,2026-02-12,1,363.98,delivered
ORD-002102,CUST-00207,PROD-0065,2025-08-12,1,371.88,delivered
ORD-002103,CUST-00336,PROD-0029,2026-03-16,1,442.78,delivered
ORD-002104,CUST-00593,PROD-0074,2025-08-05,1,56.08,shipped
ORD-002105,CUST-00730,PROD-0092,2026-05-22,1,88.6,delivered
ORD-002106,CUST-00514,PROD-0095,2025-10-02,1,378.62,shipped
ORD-002107,CUST-00178,PROD-0019,2025-11-27,1,185.44,shipped
ORD-002108,CUST-00396,PROD-0003,2025-10-18,1,410.24,delivered
ORD-002109,CUST-00371,PROD-0036,2025-12-12,1,204.86,delivered
ORD-002110,CUST-00858,PROD-0043,2026-07-15,1,194.98,delivered
ORD-002111,CUST-00791,PROD-0015,2025-05-14,3,1077.81,delivered
ORD-002112,CUST-00658,PROD-0097,2026-08-03,2,587.16,delivered
ORD-002113,CUST-00318,PROD-0041,2026-05-12,1,233.28,shipped
ORD-002114,CUST-00736,PROD-0090,2025-12-18,1,312.61,processing
ORD-002115,CUST-00369,PROD-0080,2025-02-19,3,891.6,delivered
ORD-002116,CUST-00384,PROD-0036,2025-02-17,1,204.86,processing
ORD-002117,CUST-00062,PROD-0097,2025-04-12,1,293.58,cancelled
ORD-002118,CUST-00806,PROD-0084,2026-04-16,2,436.84,delivered
ORD-002119,CUST-00505,PROD-0077,2025-01-17,1,164.4,delivered
ORD-002120,CUST-00239,PROD-0033,2025-05-08,1,403.57,delivered
ORD-002121,CUST-00195,PROD-0005,2025-06-11,3,690.12,delivered
ORD-002122,CUST-00678,PROD-0078,2026-03-28,2,418.5,shipped
ORD-002123,CUST-00963,PROD-0091,2026-04-13,1,42.5,returned
ORD-002124,CUST-00222,PROD-0087,2025-01-01,1,67.3,delivered
ORD-002125,CUST-00061,PROD-0014,2026-03-15,1,137.77,shipped
ORD-002126,CUST-00129,PROD-0068,2025-07-27,2,456.94,delivered
ORD-002127,CUST-00990,PROD-0083,2025-05-16,1,380.55,shipped
ORD-002128,CUST-00685,PROD-0047,2025-11-06,1,84.69,processing
ORD-002129,CUST-00992,PROD-0054,2025-06-12,3,981.24,delivered
ORD-002130,CUST-00156,PROD-0004,2025-10-08,1,247.95,delivered
ORD-002131,CUST-00917,PROD-0094,2025-04-06,1,111.5,delivered
ORD-002132,CUST-00378,PROD-0083,2026-01-05,1,380.55,shipped
ORD-002133,CUST-00622,PROD-0095,2025-09-14,1,378.62,delivered
ORD-002134,CUST-00781,PROD-0095,2025-03-26,1,378.62,processing
ORD-002135,CUST-00923,PROD-0009,2026-01-16,3,535.86,delivered
ORD-002136,CUST-00868,PROD-0053,2025-06-19,3,729.0,delivered
ORD-002137,CUST-00903,PROD-0077,2025-02-23,1,164.4,delivered
ORD-002138,CUST-00790,PROD-0078,2026-02-10,1,209.25,returned
ORD-002139,CUST-00586,PROD-0060,2025-11-09,1,370.75,delivered
ORD-002140,CUST-00999,PROD-0046,2025-08-28,1,289.99,cancelled
ORD-002141,CUST-00437,PROD-0054,2026-03-16,1,327.08,cancelled
ORD-002142,CUST-00975,PROD-0074,2025-04-04,3,168.24,delivered
ORD-002143,CUST-00207,PROD-0095,2025-04-08,1,378.62,returned
ORD-002144,CUST-00388,PROD-0037,2025-01-02,1,281.5,delivered
ORD-002145,CUST-00480,PROD-0023,2025-08-07,1,316.8,delivered
ORD-002146,CUST-00791,PROD-0027,2026-05-04,1,408.89,processing
ORD-002147,CUST-00887,PROD-0070,2025-03-21,1,158.82,processing
ORD-002148,CUST-00838,PROD-0090,2025-05-16,1,312.61,delivered
ORD-002149,CUST-00984,PROD-0066,2025-08-20,1,213.16,delivered
ORD-002150,CUST-00340,PROD-0061,2026-06-16,2,497.74,delivered
ORD-002151,CUST-00869,PROD-0077,2026-04-01,1,164.4,delivered
ORD-002152,CUST-00340,PROD-0051,2025-01-10,1,17.52,delivered
ORD-002153,CUST-00204,PROD-0050,2025-01-09,1,83.06,delivered
ORD-002154,CUST-00161,PROD-0019,2025-12-18,3,556.32,returned
ORD-002155,CUST-00540,PROD-0001,2025-05-04,1,40.56,shipped
ORD-002156,CUST-00392,PROD-0040,2026-03-09,1,363.98,delivered
ORD-002157,CUST-00769,PROD-0032,2025-05-16,1,92.69,delivered
ORD-002158,CUST-00677,PROD-0022,2026-05-05,2,162.36,delivered
ORD-002159,CUST-00575,PROD-0093,2025-03-14,1,386.81,delivered
ORD-002160,CUST-00534,PROD-0066,2025-08-23,1,213.16,processing
ORD-002161,CUST-00070,PROD-0040,2026-01-28,1,363.98,processing
ORD-002162,CUST-00893,PROD-0038,2025-04-02,1,48.56,delivered
ORD-002163,CUST-00405,PROD-0048,2025-04-15,1,398.28,shipped
ORD-002164,CUST-00608,PROD-0055,2025-04-16,1,401.93,shipped
ORD-002165,CUST-00675,PROD-0075,2025-11-17,2,234.12,delivered
ORD-002166,CUST-00591,PROD-0081,2026-01-12,1,283.97,delivered
ORD-002167,CUST-00517,PROD-0055,2025-11-03,1,401.93,delivered
ORD-002168,CUST-00828,PROD-0051,2025-05-21,1,17.52,shipped
ORD-002169,CUST-00120,PROD-0060,2026-01-27,1,370.75,delivered
ORD-002170,CUST-00814,PROD-0008,2025-05-17,1,372.08,delivered
ORD-002171,CUST-00690,PROD-0086,2025-05-27,3,869.25,delivered
ORD-002172,CUST-00688,PROD-0068,2025-03-12,4,913.88,returned
ORD-002173,CUST-00902,PROD-0075,2026-06-28,1,117.06,delivered
ORD-002174,CUST-00217,PROD-0072,2026-07-31,1,323.86,delivered
ORD-002175,CUST-00056,PROD-0009,2025-01-09,1,178.62,delivered
ORD-002176,CUST-00366,PROD-0090,2025-06-18,2,625.22,shipped
ORD-002177,CUST-00699,PROD-0002,2026-03-27,2,430.4,delivered
ORD-002178,CUST-00504,PROD-0080,2025-12-26,2,594.4,returned
ORD-002179,CUST-00744,PROD-0095,2025-08-07,2,757.24,processing
ORD-002180,CUST-00767,PROD-0070,2025-06-05,1,158.82,shipped
ORD-002181,CUST-00925,PROD-0085,2026-02-26,1,440.85,returned
ORD-002182,CUST-00455,PROD-0090,2026-03-30,2,625.22,delivered
ORD-002183,CUST-00104,PROD-0059,2025-08-11,1,387.88,cancelled
ORD-002184,CUST-00077,PROD-0019,2025-03-30,1,185.44,delivered
ORD-002185,CUST-00230,PROD-0028,2025-04-13,2,266.56,delivered
ORD-002186,CUST-00914,PROD-0072,2025-05-24,1,323.86,delivered
ORD-002187,CUST-00258,PROD-0014,2025-05-07,2,275.54,delivered
ORD-002188,CUST-00264,PROD-0024,2026-01-29,1,359.45,cancelled
ORD-002189,CUST-00331,PROD-0044,2025-12-26,2,886.08,delivered
ORD-002190,CUST-00993,PROD-0056,2026-03-16,2,93.56,processing
ORD-002191,CUST-00182,PROD-0090,2025-11-19,1,312.61,returned
ORD-002192,CUST-00893,PROD-0095,2025-05-24,2,757.24,delivered
ORD-002193,CUST-00768,PROD-0051,2025-09-11,1,17.52,shipped
ORD-002194,CUST-00550,PROD-0032,2025-10-11,1,92.69,delivered
ORD-002195,CUST-00688,PROD-0050,2025-03-28,1,83.06,delivered
ORD-002196,CUST-00027,PROD-0041,2025-09-12,1,233.28,delivered
ORD-002197,CUST-00276,PROD-0066,2026-07-21,1,213.16,delivered
ORD-002198,CUST-00652,PROD-0025,2025-10-19,4,602.96,shipped
ORD-002199,CUST-00299,PROD-0061,2025-01-28,1,248.87,delivered
ORD-002200,CUST-00957,PROD-0066,2025-11-05,1,213.16,processing
ORD-002201,CUST-00799,PROD-0042,2025-07-30,1,435.6,cancelled
ORD-002202,CUST-00091,PROD-0065,2026-06-15,1,371.88,delivered
ORD-002203,CUST-00480,PROD-0036,2026-06-06,2,409.72,shipped
ORD-002204,CUST-00573,PROD-0076,2025-07-13,1,74.18,delivered
ORD-002205,CUST-00458,PROD-0009,2026-02-06,1,178.62,shipped
ORD-002206,CUST-00451,PROD-0036,2025-10-30,2,409.72,delivered
ORD-002207,CUST-00365,PROD-0092,2025-02-25,1,88.6,processing
ORD-002208,CUST-00859,PROD-0038,2025-09-03,3,145.68,delivered
ORD-002209,CUST-00675,PROD-0033,2026-05-22,1,403.57,returned
ORD-002210,CUST-00351,PROD-0042,2026-01-31,1,435.6,delivered
ORD-002211,CUST-00655,PROD-0061,2025-04-26,3,746.61,delivered
ORD-002212,CUST-00400,PROD-0046,2025-09-04,2,579.98,delivered
ORD-002213,CUST-00253,PROD-0086,2026-05-27,1,289.75,delivered
ORD-002214,CUST-00781,PROD-0089,2025-03-14,1,154.4,delivered
ORD-002215,CUST-00881,PROD-0061,2026-06-25,1,248.87,delivered
ORD-002216,CUST-00803,PROD-0018,2025-01-13,1,361.49,delivered
ORD-002217,CUST-00459,PROD-0070,2026-01-05,4,635.28,delivered
ORD-002218,CUST-00699,PROD-0082,2025-11-21,1,166.34,returned
ORD-002219,CUST-00917,PROD-0080,2025-05-16,1,297.2,shipped
ORD-002220,CUST-00499,PROD-0015,2026-02-01,3,1077.81,delivered
ORD-002221,CUST-00950,PROD-0048,2026-08-06,1,398.28,delivered
ORD-002222,CUST-00971,PROD-0072,2026-03-07,1,323.86,processing
ORD-002223,CUST-00926,PROD-0013,2026-01-10,3,723.66,delivered
ORD-002224,CUST-00508,PROD-0043,2026-07-14,2,389.96,delivered
ORD-002225,CUST-00304,PROD-0060,2025-06-26,2,741.5,delivered
ORD-002226,CUST-00501,PROD-0057,2026-04-28,1,332.4,processing
ORD-002227,CUST-00803,PROD-0071,2025-03-16,2,176.22,shipped
ORD-002228,CUST-00598,PROD-0017,2025-01-18,1,289.95,delivered
ORD-002229,CUST-00166,PROD-0050,2025-03-11,1,83.06,delivered
ORD-002230,CUST-00415,PROD-0032,2025-01-15,4,370.76,cancelled
ORD-002231,CUST-00462,PROD-0022,2025-09-26,1,81.18,delivered
ORD-002232,CUST-00920,PROD-0055,2025-08-09,2,803.86,delivered
ORD-002233,CUST-00114,PROD-0057,2025-02-10,1,332.4,returned
ORD-002234,CUST-00433,PROD-0013,2025-03-03,1,241.22,delivered
ORD-002235,CUST-00992,PROD-0047,2026-02-12,2,169.38,delivered
ORD-002236,CUST-00356,PROD-0087,2026-06-03,1,67.3,delivered
ORD-002237,CUST-00928,PROD-0062,2025-10-21,2,646.18,shipped
ORD-002238,CUST-00695,PROD-0054,2026-05-29,1,327.08,cancelled
ORD-002239,CUST-00207,PROD-0029,2026-03-02,3,1328.34,delivered
ORD-002240,CUST-00768,PROD-0022,2026-03-10,1,81.18,returned
ORD-002241,CUST-00235,PROD-0065,2026-02-16,1,371.88,delivered
ORD-002242,CUST-00442,PROD-0029,2025-03-26,1,442.78,delivered
ORD-002243,CUST-00355,PROD-0048,2026-07-04,3,1194.84,processing
ORD-002244,CUST-00515,PROD-0005,2026-07-05,2,460.08,cancelled
ORD-002245,CUST-00208,PROD-0035,2025-06-06,2,157.24,returned
ORD-002246,CUST-00709,PROD-0074,2025-10-12,1,56.08,delivered
ORD-002247,CUST-00853,PROD-0083,2025-03-27,1,380.55,returned
ORD-002248,CUST-00125,PROD-0071,2025-11-14,1,88.11,delivered
ORD-002249,CUST-00138,PROD-0046,2025-03-22,1,289.99,returned
ORD-002250,CUST-00339,PROD-0035,2026-06-08,1,78.62,delivered
ORD-002251,CUST-00537,PROD-0045,2025-07-28,4,1218.2,delivered
ORD-002252,CUST-00068,PROD-0013,2025-06-09,2,482.44,delivered
ORD-002253,CUST-00573,PROD-0010,2026-07-04,1,351.72,delivered
ORD-002254,CUST-00541,PROD-0066,2025-12-01,1,213.16,delivered
ORD-002255,CUST-00383,PROD-0070,2026-02-05,2,317.64,delivered
ORD-002256,CUST-00019,PROD-0072,2025-03-09,1,323.86,processing
ORD-002257,CUST-00683,PROD-0100,2025-11-14,1,145.73,delivered
ORD-002258,CUST-00450,PROD-0025,2026-03-24,1,150.74,delivered
ORD-002259,CUST-00074,PROD-0044,2025-09-02,1,443.04,delivered
ORD-002260,CUST-00573,PROD-0060,2025-03-01,2,741.5,delivered
ORD-002261,CUST-00939,PROD-0047,2025-09-08,1,84.69,delivered
ORD-002262,CUST-00665,PROD-0040,2025-03-30,1,363.98,delivered
ORD-002263,CUST-00276,PROD-0007,2026-03-21,1,299.67,delivered
ORD-002264,CUST-00048,PROD-0046,2025-04-29,2,579.98,delivered
ORD-002265,CUST-00211,PROD-0023,2026-04-10,1,316.8,shipped
ORD-002266,CUST-00855,PROD-0083,2025-02-26,1,380.55,delivered
ORD-002267,CUST-00920,PROD-0046,2025-11-13,3,869.97,delivered
ORD-002268,CUST-00651,PROD-0086,2025-06-29,3,869.25,delivered
ORD-002269,CUST-00622,PROD-0013,2025-05-03,4,964.88,delivered
ORD-002270,CUST-00994,PROD-0021,2025-01-13,2,490.94,returned
ORD-002271,CUST-00695,PROD-0001,2025-05-21,1,40.56,delivered
ORD-002272,CUST-00540,PROD-0019,2025-01-12,1,185.44,processing
ORD-002273,CUST-00709,PROD-0060,2025-06-17,1,370.75,delivered
ORD-002274,CUST-00191,PROD-0033,2026-05-24,1,403.57,cancelled
ORD-002275,CUST-00315,PROD-0004,2025-12-22,3,743.85,delivered
ORD-002276,CUST-00901,PROD-0003,2026-06-20,2,820.48,cancelled
ORD-002277,CUST-00563,PROD-0091,2026-06-14,2,85.0,delivered
ORD-002278,CUST-00661,PROD-0052,2025-09-23,1,257.17,delivered
ORD-002279,CUST-00780,PROD-0099,2025-06-20,3,709.62,returned
ORD-002280,CUST-00562,PROD-0028,2026-01-16,2,266.56,delivered
ORD-002281,CUST-00900,PROD-0070,2025-05-10,1,158.82,delivered
ORD-002282,CUST-00758,PROD-0070,2025-10-03,3,476.46,shipped
ORD-002283,CUST-00113,PROD-0055,2025-05-01,1,401.93,processing
ORD-002284,CUST-00170,PROD-0057,2025-01-31,1,332.4,delivered
ORD-002285,CUST-00468,PROD-0087,2025-12-10,2,134.6,delivered
ORD-002286,CUST-00678,PROD-0097,2026-03-16,2,587.16,delivered
ORD-002287,CUST-00921,PROD-0016,2025-10-06,1,264.99,delivered
ORD-002288,CUST-00014,PROD-0024,2026-06-21,1,359.45,cancelled
ORD-002289,CUST-00715,PROD-0069,2025-03-07,4,1499.08,delivered
ORD-002290,CUST-00288,PROD-0041,2025-09-27,2,466.56,delivered
ORD-002291,CUST-00907,PROD-0077,2026-08-14,2,328.8,shipped
ORD-002292,CUST-00189,PROD-0047,2025-03-20,1,84.69,delivered
ORD-002293,CUST-00914,PROD-0076,2026-05-24,1,74.18,processing
ORD-002294,CUST-00155,PROD-0069,2026-04-12,1,374.77,delivered
ORD-002295,CUST-00567,PROD-0031,2026-06-08,1,100.48,delivered
ORD-002296,CUST-00694,PROD-0092,2026-01-04,1,88.6,shipped
ORD-002297,CUST-00722,PROD-0092,2025-02-26,1,88.6,delivered
ORD-002298,CUST-00888,PROD-0030,2026-05-27,1,73.63,processing
ORD-002299,CUST-00471,PROD-0018,2026-08-04,1,361.49,delivered
ORD-002300,CUST-00075,PROD-0044,2025-06-20,2,886.08,delivered
ORD-002301,CUST-00277,PROD-0027,2026-01-12,1,408.89,processing
ORD-002302,CUST-00940,PROD-0099,2025-06-11,1,236.54,delivered
ORD-002303,CUST-00645,PROD-0026,2025-09-19,1,387.44,returned
ORD-002304,CUST-00343,PROD-0060,2025-04-16,1,370.75,delivered
ORD-002305,CUST-00425,PROD-0018,2026-08-11,1,361.49,delivered
ORD-002306,CUST-00571,PROD-0097,2025-04-29,4,1174.32,delivered
ORD-002307,CUST-00511,PROD-0089,2025-08-22,2,308.8,delivered
ORD-002308,CUST-00857,PROD-0056,2026-06-06,1,46.78,cancelled
ORD-002309,CUST-00182,PROD-0031,2025-01-03,1,100.48,cancelled
ORD-002310,CUST-00458,PROD-0059,2025-02-15,1,387.88,delivered
ORD-002311,CUST-00918,PROD-0002,2025-01-13,2,430.4,delivered
ORD-002312,CUST-00851,PROD-0097,2025-09-08,1,293.58,delivered
ORD-002313,CUST-00833,PROD-0039,2025-02-17,1,398.5,delivered
ORD-002314,CUST-00064,PROD-0061,2026-04-29,2,497.74,cancelled
ORD-002315,CUST-00839,PROD-0063,2026-01-08,2,299.38,delivered
ORD-002316,CUST-00260,PROD-0096,2026-01-28,2,268.64,delivered
ORD-002317,CUST-00193,PROD-0018,2025-06-03,3,1084.47,processing
ORD-002318,CUST-00655,PROD-0017,2025-07-03,3,869.85,delivered
ORD-002319,CUST-00616,PROD-0098,2025-02-06,1,316.04,cancelled
ORD-002320,CUST-00972,PROD-0039,2026-07-21,1,398.5,delivered
ORD-002321,CUST-00406,PROD-0071,2026-03-06,2,176.22,shipped
ORD-002322,CUST-00726,PROD-0054,2025-08-18,2,654.16,processing
ORD-002323,CUST-00754,PROD-0099,2025-11-26,4,946.16,delivered
ORD-002324,CUST-00943,PROD-0094,2025-09-12,1,111.5,returned
ORD-002325,CUST-00721,PROD-0076,2026-03-03,1,74.18,cancelled
ORD-002326,CUST-00093,PROD-0035,2025-11-24,1,78.62,returned
ORD-002327,CUST-00430,PROD-0011,2025-10-05,1,434.44,delivered
ORD-002328,CUST-00654,PROD-0061,2025-03-21,1,248.87,delivered
ORD-002329,CUST-00434,PROD-0044,2026-08-09,2,886.08,delivered
ORD-002330,CUST-00404,PROD-0068,2026-01-17,1,228.47,delivered
ORD-002331,CUST-00434,PROD-0025,2025-05-03,2,301.48,delivered
ORD-002332,CUST-00112,PROD-0048,2026-05-30,2,796.56,delivered
ORD-002333,CUST-00929,PROD-0032,2025-02-23,1,92.69,delivered
ORD-002334,CUST-00375,PROD-0084,2025-07-03,1,218.42,shipped
ORD-002335,CUST-00059,PROD-0095,2025-08-17,2,757.24,delivered
ORD-002336,CUST-00043,PROD-0004,2026-06-13,2,495.9,delivered
ORD-002337,CUST-00207,PROD-0038,2025-02-17,3,145.68,returned
ORD-002338,CUST-00780,PROD-0063,2026-02-15,2,299.38,returned
ORD-002339,CUST-00296,PROD-0047,2025-03-12,3,254.07,processing
ORD-002340,CUST-00118,PROD-0001,2026-04-22,1,40.56,returned
ORD-002341,CUST-00532,PROD-0003,2025-10-17,3,1230.72,delivered
ORD-002342,CUST-00222,PROD-0086,2025-11-15,2,579.5,delivered
ORD-002343,CUST-00166,PROD-0062,2025-12-02,3,969.27,delivered
ORD-002344,CUST-00643,PROD-0064,2025-03-30,1,218.37,delivered
ORD-002345,CUST-00156,PROD-0017,2026-07-21,3,869.85,delivered
ORD-002346,CUST-00184,PROD-0078,2026-04-13,1,209.25,returned
ORD-002347,CUST-00090,PROD-0062,2025-01-09,2,646.18,shipped
ORD-002348,CUST-00094,PROD-0035,2026-01-13,1,78.62,shipped
ORD-002349,CUST-00013,PROD-0013,2025-07-25,1,241.22,processing
ORD-002350,CUST-00973,PROD-0035,2025-10-26,1,78.62,delivered
ORD-002351,CUST-00834,PROD-0043,2026-08-01,1,194.98,shipped
ORD-002352,CUST-00805,PROD-0002,2025-11-08,1,215.2,delivered
ORD-002353,CUST-00945,PROD-0056,2025-09-06,2,93.56,processing
ORD-002354,CUST-00742,PROD-0077,2026-04-21,1,164.4,delivered
ORD-002355,CUST-00834,PROD-0051,2026-01-13,1,17.52,delivered
ORD-002356,CUST-00804,PROD-0054,2026-05-21,1,327.08,processing
ORD-002357,CUST-00438,PROD-0016,2025-07-20,1,264.99,delivered
ORD-002358,CUST-00538,PROD-0018,2026-07-14,1,361.49,delivered
ORD-002359,CUST-00587,PROD-0007,2025-09-09,1,299.67,shipped
